"batch","ea","path","symbol","m2_trades","m2_report","m1_ran","m1_report","m1_pf","m1_trades","m1_net","m1_eqdd","tier","note","ea_index"
"01","Hybrid-Grid v3",".Forexbookthai\.EA\Link Download Grid V3\Experts\Hybrid-Grid v3.ex4","XAUUSD","0","","False","","","","","","","symbol-unavailable","34"
"01","Hybrid-Grid v3",".Forexbookthai\.EA\Link Download Grid V3\Experts\Hybrid-Grid v3.ex4","EURUSD","0","MS4_01_0034_M2_EURUSD.htm","False","","","","","","","skip-all-zero-m2","34"
"01","Hybrid-Grid v3",".Forexbookthai\.EA\Link Download Grid V3\Experts\Hybrid-Grid v3.ex4","USDJPY","0","MS4_01_0034_M2_USDJPY.htm","False","","","","","","","skip-all-zero-m2","34"
"01","Hybrid-Grid v3",".Forexbookthai\.EA\Link Download Grid V3\Experts\Hybrid-Grid v3.ex4","AUDNZD","0","","False","","","","","","","symbol-unavailable","34"
"01","Hybrid-Grid v3 Demo",".Forexbookthai\.EA\Link Download Grid V3\Experts\????????-??????????????????????????????\Hybrid-Grid v3 Demo.ex4","XAUUSD","0","","False","","","","","","","symbol-unavailable","35"
"01","Hybrid-Grid v3 Demo",".Forexbookthai\.EA\Link Download Grid V3\Experts\????????-??????????????????????????????\Hybrid-Grid v3 Demo.ex4","EURUSD","0","MS4_01_0035_M2_EURUSD.htm","False","","","","","","","skip-all-zero-m2","35"
"01","Hybrid-Grid v3 Demo",".Forexbookthai\.EA\Link Download Grid V3\Experts\????????-??????????????????????????????\Hybrid-Grid v3 Demo.ex4","USDJPY","0","MS4_01_0035_M2_USDJPY.htm","False","","","","","","","skip-all-zero-m2","35"
"01","Hybrid-Grid v3 Demo",".Forexbookthai\.EA\Link Download Grid V3\Experts\????????-??????????????????????????????\Hybrid-Grid v3 Demo.ex4","AUDNZD","0","","False","","","","","","","symbol-unavailable","35"
"01","AI Gen XII v1.6",".Forexbookthai\EA\Link DL AI GEN XII\AI Gen XII EA V1.6 MT4 (1420+)\Experts\AI Gen XII v1.6.ex4","XAUUSD","0","","False","","","","","","","symbol-unavailable","36"
"01","AI Gen XII v1.6",".Forexbookthai\EA\Link DL AI GEN XII\AI Gen XII EA V1.6 MT4 (1420+)\Experts\AI Gen XII v1.6.ex4","EURUSD","2","MS4_01_0036_M2_EURUSD.htm","False","","","","","","","m2-trades-below-10","36"
"01","AI Gen XII v1.6",".Forexbookthai\EA\Link DL AI GEN XII\AI Gen XII EA V1.6 MT4 (1420+)\Experts\AI Gen XII v1.6.ex4","USDJPY","2","MS4_01_0036_M2_USDJPY.htm","False","","","","","","","m2-trades-below-10","36"
"01","AI Gen XII v1.6",".Forexbookthai\EA\Link DL AI GEN XII\AI Gen XII EA V1.6 MT4 (1420+)\Experts\AI Gen XII v1.6.ex4","AUDNZD","0","","False","","","","","","","symbol-unavailable","36"
"01","AI Gen XII 1.9",".Forexbookthai\EA\Link DL AI GEN XII\AI Gen XII EA V1.90\Experts\AI Gen XII 1.9.ex4","XAUUSD","0","","False","","","","","","","symbol-unavailable","37"
"01","AI Gen XII 1.9",".Forexbookthai\EA\Link DL AI GEN XII\AI Gen XII EA V1.90\Experts\AI Gen XII 1.9.ex4","EURUSD","2","MS4_01_0037_M2_EURUSD.htm","False","","","","","","","m2-trades-below-10","37"
"01","AI Gen XII 1.9",".Forexbookthai\EA\Link DL AI GEN XII\AI Gen XII EA V1.90\Experts\AI Gen XII 1.9.ex4","USDJPY","2","MS4_01_0037_M2_USDJPY.htm","False","","","","","","","m2-trades-below-10","37"
"01","AI Gen XII 1.9",".Forexbookthai\EA\Link DL AI GEN XII\AI Gen XII EA V1.90\Experts\AI Gen XII 1.9.ex4","AUDNZD","0","","False","","","","","","","symbol-unavailable","37"
"01","AI Gen XII v2.3 build 1421",".Forexbookthai\EA\Link DL AI GEN XII\AI Gen XII EA V2.3 MT4 (1421)\Experts\AI Gen XII v2.3 build 1421.ex4","XAUUSD","0","","False","","","","","","","symbol-unavailable","38"
"01","AI Gen XII v2.3 build 1421",".Forexbookthai\EA\Link DL AI GEN XII\AI Gen XII EA V2.3 MT4 (1421)\Experts\AI Gen XII v2.3 build 1421.ex4","EURUSD","2","MS4_01_0038_M2_EURUSD.htm","False","","","","","","","m2-trades-below-10","38"
"01","AI Gen XII v2.3 build 1421",".Forexbookthai\EA\Link DL AI GEN XII\AI Gen XII EA V2.3 MT4 (1421)\Experts\AI Gen XII v2.3 build 1421.ex4","USDJPY","2","MS4_01_0038_M2_USDJPY.htm","False","","","","","","","m2-trades-below-10","38"
"01","AI Gen XII v2.3 build 1421",".Forexbookthai\EA\Link DL AI GEN XII\AI Gen XII EA V2.3 MT4 (1421)\Experts\AI Gen XII v2.3 build 1421.ex4","AUDNZD","0","","False","","","","","","","symbol-unavailable","38"
"01","AI Gen XII MT4_2.6-fix",".Forexbookthai\EA\Link DL AI GEN XII\AI_GEN_XII_EA_v2.9_Unlimit\MQL4\Experts\AI Gen XII MT4_2.6-fix.ex4","XAUUSD","0","","False","","","","","","","symbol-unavailable","39"
"01","AI Gen XII MT4_2.6-fix",".Forexbookthai\EA\Link DL AI GEN XII\AI_GEN_XII_EA_v2.9_Unlimit\MQL4\Experts\AI Gen XII MT4_2.6-fix.ex4","EURUSD","2","MS4_01_0039_M2_EURUSD.htm","False","","","","","","","m2-trades-below-10","39"
"01","AI Gen XII MT4_2.6-fix",".Forexbookthai\EA\Link DL AI GEN XII\AI_GEN_XII_EA_v2.9_Unlimit\MQL4\Experts\AI Gen XII MT4_2.6-fix.ex4","USDJPY","2","MS4_01_0039_M2_USDJPY.htm","False","","","","","","","m2-trades-below-10","39"
"01","AI Gen XII MT4_2.6-fix",".Forexbookthai\EA\Link DL AI GEN XII\AI_GEN_XII_EA_v2.9_Unlimit\MQL4\Experts\AI Gen XII MT4_2.6-fix.ex4","AUDNZD","0","","False","","","","","","","symbol-unavailable","39"
"01","AI Gen XII MT4_2.71_fix",".Forexbookthai\EA\Link DL AI GEN XII\AI_GEN_XII_EA_v2.9_Unlimit\MQL4\Experts\AI Gen XII MT4_2.71_fix.ex4","XAUUSD","0","","False","","","","","","","symbol-unavailable","40"
"01","AI Gen XII MT4_2.71_fix",".Forexbookthai\EA\Link DL AI GEN XII\AI_GEN_XII_EA_v2.9_Unlimit\MQL4\Experts\AI Gen XII MT4_2.71_fix.ex4","EURUSD","2","MS4_01_0040_M2_EURUSD.htm","False","","","","","","","m2-trades-below-10","40"
"01","AI Gen XII MT4_2.71_fix",".Forexbookthai\EA\Link DL AI GEN XII\AI_GEN_XII_EA_v2.9_Unlimit\MQL4\Experts\AI Gen XII MT4_2.71_fix.ex4","USDJPY","2","MS4_01_0040_M2_USDJPY.htm","False","","","","","","","m2-trades-below-10","40"
"01","AI Gen XII MT4_2.71_fix",".Forexbookthai\EA\Link DL AI GEN XII\AI_GEN_XII_EA_v2.9_Unlimit\MQL4\Experts\AI Gen XII MT4_2.71_fix.ex4","AUDNZD","0","","False","","","","","","","symbol-unavailable","40"
"01","AI Gen XII MT4_2.8_fix",".Forexbookthai\EA\Link DL AI GEN XII\AI_GEN_XII_EA_v2.9_Unlimit\MQL4\Experts\AI Gen XII MT4_2.8_fix.ex4","XAUUSD","0","","False","","","","","","","symbol-unavailable","41"
"01","AI Gen XII MT4_2.8_fix",".Forexbookthai\EA\Link DL AI GEN XII\AI_GEN_XII_EA_v2.9_Unlimit\MQL4\Experts\AI Gen XII MT4_2.8_fix.ex4","EURUSD","2","MS4_01_0041_M2_EURUSD.htm","False","","","","","","","m2-trades-below-10","41"
"01","AI Gen XII MT4_2.8_fix",".Forexbookthai\EA\Link DL AI GEN XII\AI_GEN_XII_EA_v2.9_Unlimit\MQL4\Experts\AI Gen XII MT4_2.8_fix.ex4","USDJPY","2","MS4_01_0041_M2_USDJPY.htm","False","","","","","","","m2-trades-below-10","41"
"01","AI Gen XII MT4_2.8_fix",".Forexbookthai\EA\Link DL AI GEN XII\AI_GEN_XII_EA_v2.9_Unlimit\MQL4\Experts\AI Gen XII MT4_2.8_fix.ex4","AUDNZD","0","","False","","","","","","","symbol-unavailable","41"
"01","AI Gen XII MT4_2.9_fix",".Forexbookthai\EA\Link DL AI GEN XII\AI_GEN_XII_EA_v2.9_Unlimit\MQL4\Experts\AI Gen XII MT4_2.9_fix.ex4","XAUUSD","0","","False","","","","","","","symbol-unavailable","42"
"01","AI Gen XII MT4_2.9_fix",".Forexbookthai\EA\Link DL AI GEN XII\AI_GEN_XII_EA_v2.9_Unlimit\MQL4\Experts\AI Gen XII MT4_2.9_fix.ex4","EURUSD","2","MS4_01_0042_M2_EURUSD.htm","False","","","","","","","m2-trades-below-10","42"
"01","AI Gen XII MT4_2.9_fix",".Forexbookthai\EA\Link DL AI GEN XII\AI_GEN_XII_EA_v2.9_Unlimit\MQL4\Experts\AI Gen XII MT4_2.9_fix.ex4","USDJPY","2","MS4_01_0042_M2_USDJPY.htm","False","","","","","","","m2-trades-below-10","42"
"01","AI Gen XII MT4_2.9_fix",".Forexbookthai\EA\Link DL AI GEN XII\AI_GEN_XII_EA_v2.9_Unlimit\MQL4\Experts\AI Gen XII MT4_2.9_fix.ex4","AUDNZD","0","","False","","","","","","","symbol-unavailable","42"
"01","Atomic Analyst",".Forexbookthai\EA\Link DL Atomic Analyst\Atomic Analyst.ex4","XAUUSD","0","","False","","","","","","","symbol-unavailable","43"
"01","Atomic Analyst",".Forexbookthai\EA\Link DL Atomic Analyst\Atomic Analyst.ex4","EURUSD","0","MS4_01_0043_M2_EURUSD.htm","False","","","","","","","skip-all-zero-m2","43"
"01","Atomic Analyst",".Forexbookthai\EA\Link DL Atomic Analyst\Atomic Analyst.ex4","USDJPY","0","MS4_01_0043_M2_USDJPY.htm","False","","","","","","","skip-all-zero-m2","43"
"01","Atomic Analyst",".Forexbookthai\EA\Link DL Atomic Analyst\Atomic Analyst.ex4","AUDNZD","0","","False","","","","","","","symbol-unavailable","43"
"01","Aura Superstar",".Forexbookthai\EA\Link DL Aura Super Star\Aura Superstar MT4\Aura Superstar.ex4","XAUUSD","0","","False","","","","","","","symbol-unavailable","44"
"01","Aura Superstar",".Forexbookthai\EA\Link DL Aura Super Star\Aura Superstar MT4\Aura Superstar.ex4","EURUSD","9","MS4_01_0044_M2_EURUSD.htm","False","","","","","","","m2-trades-below-10","44"
"01","Aura Superstar",".Forexbookthai\EA\Link DL Aura Super Star\Aura Superstar MT4\Aura Superstar.ex4","USDJPY","1","MS4_01_0044_M2_USDJPY.htm","False","","","","","","","m2-trades-below-10","44"
"01","Aura Superstar",".Forexbookthai\EA\Link DL Aura Super Star\Aura Superstar MT4\Aura Superstar.ex4","AUDNZD","0","","False","","","","","","","symbol-unavailable","44"
"01","Evening Scalper Pro (fix no dll)",".Forexbookthai\EA\Link DL Evening Scalper Pro\Experts\Evening Scalper Pro (fix no dll).ex4","XAUUSD","0","","False","","","","","","","symbol-unavailable","45"
"01","Evening Scalper Pro (fix no dll)",".Forexbookthai\EA\Link DL Evening Scalper Pro\Experts\Evening Scalper Pro (fix no dll).ex4","EURUSD","0","MS4_01_0045_M2_EURUSD.htm","False","","","","","","","skip-all-zero-m2","45"
"01","Evening Scalper Pro (fix no dll)",".Forexbookthai\EA\Link DL Evening Scalper Pro\Experts\Evening Scalper Pro (fix no dll).ex4","USDJPY","0","MS4_01_0045_M2_USDJPY.htm","False","","","","","","","skip-all-zero-m2","45"
"01","Evening Scalper Pro (fix no dll)",".Forexbookthai\EA\Link DL Evening Scalper Pro\Experts\Evening Scalper Pro (fix no dll).ex4","AUDNZD","0","","False","","","","","","","symbol-unavailable","45"
"01","Evening Scalper Pro 2.29",".Forexbookthai\EA\Link DL Evening Scalper Pro\Experts\Evening Scalper Pro 2.29.ex4","XAUUSD","0","","False","","","","","","","symbol-unavailable","46"
"01","Evening Scalper Pro 2.29",".Forexbookthai\EA\Link DL Evening Scalper Pro\Experts\Evening Scalper Pro 2.29.ex4","EURUSD","0","MS4_01_0046_M2_EURUSD.htm","False","","","","","","","skip-all-zero-m2","46"
"01","Evening Scalper Pro 2.29",".Forexbookthai\EA\Link DL Evening Scalper Pro\Experts\Evening Scalper Pro 2.29.ex4","USDJPY","0","MS4_01_0046_M2_USDJPY.htm","False","","","","","","","skip-all-zero-m2","46"
"01","Evening Scalper Pro 2.29",".Forexbookthai\EA\Link DL Evening Scalper Pro\Experts\Evening Scalper Pro 2.29.ex4","AUDNZD","0","","False","","","","","","","symbol-unavailable","46"
"01","Evening Scalper Pro 2.51",".Forexbookthai\EA\Link DL Evening Scalper Pro\Experts\Evening Scalper Pro 2.51.ex4","XAUUSD","0","","False","","","","","","","symbol-unavailable","47"
"01","Evening Scalper Pro 2.51",".Forexbookthai\EA\Link DL Evening Scalper Pro\Experts\Evening Scalper Pro 2.51.ex4","EURUSD","0","","False","","","","","","","m2-no-report","47"
"01","Evening Scalper Pro 2.51",".Forexbookthai\EA\Link DL Evening Scalper Pro\Experts\Evening Scalper Pro 2.51.ex4","USDJPY","0","","False","","","","","","","m2-no-report","47"
"01","Evening Scalper Pro 2.51",".Forexbookthai\EA\Link DL Evening Scalper Pro\Experts\Evening Scalper Pro 2.51.ex4","AUDNZD","0","","False","","","","","","","symbol-unavailable","47"
"01","Friday Pro MT4-1.6",".Forexbookthai\EA\Link DL Friday Pro\Experts\Friday Pro MT4-1.6.ex4","XAUUSD","0","","False","","","","","","","symbol-unavailable","48"
"01","Friday Pro MT4-1.6",".Forexbookthai\EA\Link DL Friday Pro\Experts\Friday Pro MT4-1.6.ex4","EURUSD","0","","False","","","","","","","m2-no-report","48"
"01","Friday Pro MT4-1.6",".Forexbookthai\EA\Link DL Friday Pro\Experts\Friday Pro MT4-1.6.ex4","USDJPY","0","","False","","","","","","","m2-no-report","48"
"01","Friday Pro MT4-1.6",".Forexbookthai\EA\Link DL Friday Pro\Experts\Friday Pro MT4-1.6.ex4","AUDNZD","0","","False","","","","","","","symbol-unavailable","48"
"01","Gold Garden MT4_fix 1420 new",".Forexbookthai\EA\Link DL Golden Garden\Experts\Gold Garden MT4_fix 1420 new.ex4","XAUUSD","0","","False","","","","","","","symbol-unavailable","49"
"01","Gold Garden MT4_fix 1420 new",".Forexbookthai\EA\Link DL Golden Garden\Experts\Gold Garden MT4_fix 1420 new.ex4","EURUSD","0","MS4_01_0049_M2_EURUSD.htm","False","","","","","","","skip-all-zero-m2","49"
"01","Gold Garden MT4_fix 1420 new",".Forexbookthai\EA\Link DL Golden Garden\Experts\Gold Garden MT4_fix 1420 new.ex4","USDJPY","0","MS4_01_0049_M2_USDJPY.htm","False","","","","","","","skip-all-zero-m2","49"
"01","Gold Garden MT4_fix 1420 new",".Forexbookthai\EA\Link DL Golden Garden\Experts\Gold Garden MT4_fix 1420 new.ex4","AUDNZD","0","","False","","","","","","","symbol-unavailable","49"
"01","Golden Pickaxe V1.53 No DLL",".Forexbookthai\EA\Link DL Golden PickAxe\Experts\Golden Pickaxe V1.53 No DLL.ex4","XAUUSD","0","","False","","","","","","","symbol-unavailable","50"
"01","Golden Pickaxe V1.53 No DLL",".Forexbookthai\EA\Link DL Golden PickAxe\Experts\Golden Pickaxe V1.53 No DLL.ex4","EURUSD","0","","False","","","","","","","m2-no-report","50"
"01","Golden Pickaxe V1.53 No DLL",".Forexbookthai\EA\Link DL Golden PickAxe\Experts\Golden Pickaxe V1.53 No DLL.ex4","USDJPY","0","","False","","","","","","","m2-no-report","50"
"01","Golden Pickaxe V1.53 No DLL",".Forexbookthai\EA\Link DL Golden PickAxe\Experts\Golden Pickaxe V1.53 No DLL.ex4","AUDNZD","0","","False","","","","","","","symbol-unavailable","50"
"02","Golden Pickaxe V2.19_fix",".Forexbookthai\EA\Link DL Golden PickAxe\Experts\Golden Pickaxe V2.19_fix.ex4","XAUUSD","0","","False","","","","","","","symbol-unavailable","1"
"02","Golden Pickaxe V2.19_fix",".Forexbookthai\EA\Link DL Golden PickAxe\Experts\Golden Pickaxe V2.19_fix.ex4","EURUSD","0","MS4_02_0001_M2_EURUSD.htm","False","","","","","","","skip-all-zero-m2","1"
"02","Golden Pickaxe V2.19_fix",".Forexbookthai\EA\Link DL Golden PickAxe\Experts\Golden Pickaxe V2.19_fix.ex4","USDJPY","0","MS4_02_0001_M2_USDJPY.htm","False","","","","","","","skip-all-zero-m2","1"
"02","Golden Pickaxe V2.19_fix",".Forexbookthai\EA\Link DL Golden PickAxe\Experts\Golden Pickaxe V2.19_fix.ex4","AUDNZD","0","","False","","","","","","","symbol-unavailable","1"
"02","Hercules AI",".Forexbookthai\EA\Link DL Hercules\Experts\Hercules AI.ex4","XAUUSD","0","","False","","","","","","","symbol-unavailable","2"
"02","Hercules AI",".Forexbookthai\EA\Link DL Hercules\Experts\Hercules AI.ex4","EURUSD","0","MS4_02_0002_M2_EURUSD.htm","False","","","","","","","skip-all-zero-m2","2"
"02","Hercules AI",".Forexbookthai\EA\Link DL Hercules\Experts\Hercules AI.ex4","USDJPY","0","MS4_02_0002_M2_USDJPY.htm","False","","","","","","","skip-all-zero-m2","2"
"02","Hercules AI",".Forexbookthai\EA\Link DL Hercules\Experts\Hercules AI.ex4","AUDNZD","0","","False","","","","","","","symbol-unavailable","2"
"02","Night Hunter Pro without DLL",".Forexbookthai\EA\Link DL Hunter Night\v6.28\Experts\Night Hunter Pro without DLL.ex4","XAUUSD","0","","False","","","","","","","symbol-unavailable","3"
"02","Night Hunter Pro without DLL",".Forexbookthai\EA\Link DL Hunter Night\v6.28\Experts\Night Hunter Pro without DLL.ex4","EURUSD","0","","False","","","","","","","m2-no-report","3"
"02","Night Hunter Pro without DLL",".Forexbookthai\EA\Link DL Hunter Night\v6.28\Experts\Night Hunter Pro without DLL.ex4","USDJPY","0","","False","","","","","","","m2-no-report","3"
"02","Night Hunter Pro without DLL",".Forexbookthai\EA\Link DL Hunter Night\v6.28\Experts\Night Hunter Pro without DLL.ex4","AUDNZD","0","","False","","","","","","","symbol-unavailable","3"
"02","Night Hunter Pro 6.56",".Forexbookthai\EA\Link DL Hunter Night\v6.56\Night Hunter Pro 6.56.ex4","XAUUSD","0","","False","","","","","","","symbol-unavailable","4"
"02","Night Hunter Pro 6.56",".Forexbookthai\EA\Link DL Hunter Night\v6.56\Night Hunter Pro 6.56.ex4","EURUSD","0","MS4_02_0004_M2_EURUSD.htm","False","","","","","","","skip-all-zero-m2","4"
"02","Night Hunter Pro 6.56",".Forexbookthai\EA\Link DL Hunter Night\v6.56\Night Hunter Pro 6.56.ex4","USDJPY","0","MS4_02_0004_M2_USDJPY.htm","False","","","","","","","skip-all-zero-m2","4"
"02","Night Hunter Pro 6.56",".Forexbookthai\EA\Link DL Hunter Night\v6.56\Night Hunter Pro 6.56.ex4","AUDNZD","0","","False","","","","","","","symbol-unavailable","4"
"02","Yetti 3.03",".Forexbookthai\EA\Link DL Yetti\Experts\Yetti 3.03.ex4","XAUUSD","0","","False","","","","","","","symbol-unavailable","5"
"02","Yetti 3.03",".Forexbookthai\EA\Link DL Yetti\Experts\Yetti 3.03.ex4","EURUSD","0","","False","","","","","","","m2-no-report","5"
"02","Yetti 3.03",".Forexbookthai\EA\Link DL Yetti\Experts\Yetti 3.03.ex4","USDJPY","0","","False","","","","","","","m2-no-report","5"
"02","Yetti 3.03",".Forexbookthai\EA\Link DL Yetti\Experts\Yetti 3.03.ex4","AUDNZD","0","","False","","","","","","","symbol-unavailable","5"
"02","The Power of Gold MT4_fix",".Forexbookthai\EA\Link download The power of Gold\The Power of Gold MT4_fix.ex4","XAUUSD","0","","False","","","","","","","symbol-unavailable","6"
"02","The Power of Gold MT4_fix",".Forexbookthai\EA\Link download The power of Gold\The Power of Gold MT4_fix.ex4","EURUSD","0","MS4_02_0006_M2_EURUSD.htm","False","","","","","","","skip-all-zero-m2","6"
"02","The Power of Gold MT4_fix",".Forexbookthai\EA\Link download The power of Gold\The Power of Gold MT4_fix.ex4","USDJPY","0","MS4_02_0006_M2_USDJPY.htm","False","","","","","","","skip-all-zero-m2","6"
"02","The Power of Gold MT4_fix",".Forexbookthai\EA\Link download The power of Gold\The Power of Gold MT4_fix.ex4","AUDNZD","0","","False","","","","","","","symbol-unavailable","6"
"02","Trade Assistant MT4_9.8_fix",".Forexbookthai\EA\Link download Trade Assistance EA\Experts\Trade Assistant MT4_9.8_fix.ex4","XAUUSD","0","","False","","","","","","","symbol-unavailable","7"
"02","Trade Assistant MT4_9.8_fix",".Forexbookthai\EA\Link download Trade Assistance EA\Experts\Trade Assistant MT4_9.8_fix.ex4","EURUSD","0","MS4_02_0007_M2_EURUSD.htm","False","","","","","","","skip-all-zero-m2","7"
"02","Trade Assistant MT4_9.8_fix",".Forexbookthai\EA\Link download Trade Assistance EA\Experts\Trade Assistant MT4_9.8_fix.ex4","USDJPY","0","MS4_02_0007_M2_USDJPY.htm","False","","","","","","","skip-all-zero-m2","7"
"02","Trade Assistant MT4_9.8_fix",".Forexbookthai\EA\Link download Trade Assistance EA\Experts\Trade Assistant MT4_9.8_fix.ex4","AUDNZD","0","","False","","","","","","","symbol-unavailable","7"
"02","EA Simulator v331",".Forexbookthai\Jan 24\Link Download EA Sim v3.31\Experts\EA Simulator v331.ex4","XAUUSD","0","","False","","","","","","","symbol-unavailable","8"
"02","EA Simulator v331",".Forexbookthai\Jan 24\Link Download EA Sim v3.31\Experts\EA Simulator v331.ex4","EURUSD","0","MS4_02_0008_M2_EURUSD.htm","False","","","","","","","skip-all-zero-m2","8"
"02","EA Simulator v331",".Forexbookthai\Jan 24\Link Download EA Sim v3.31\Experts\EA Simulator v331.ex4","USDJPY","0","MS4_02_0008_M2_USDJPY.htm","False","","","","","","","skip-all-zero-m2","8"
"02","EA Simulator v331",".Forexbookthai\Jan 24\Link Download EA Sim v3.31\Experts\EA Simulator v331.ex4","AUDNZD","0","","False","","","","","","","symbol-unavailable","8"
"02","Close-all-panal",".Forexbookthai\Jan 24\MQL4\Experts\Close-all-panal.ex4","XAUUSD","0","","False","","","","","","","symbol-unavailable","9"
"02","Close-all-panal",".Forexbookthai\Jan 24\MQL4\Experts\Close-all-panal.ex4","EURUSD","0","MS4_02_0009_M2_EURUSD.htm","False","","","","","","","skip-all-zero-m2","9"
"02","Close-all-panal",".Forexbookthai\Jan 24\MQL4\Experts\Close-all-panal.ex4","USDJPY","0","MS4_02_0009_M2_USDJPY.htm","False","","","","","","","skip-all-zero-m2","9"
"02","Close-all-panal",".Forexbookthai\Jan 24\MQL4\Experts\Close-all-panal.ex4","AUDNZD","0","","False","","","","","","","symbol-unavailable","9"
"02","CloseTrades_After_Account_Loss_TooMuch",".Forexbookthai\Jan 24\MQL4\Experts\CloseTrades_After_Account_Loss_TooMuch.ex4","XAUUSD","0","","False","","","","","","","symbol-unavailable","10"
"02","CloseTrades_After_Account_Loss_TooMuch",".Forexbookthai\Jan 24\MQL4\Experts\CloseTrades_After_Account_Loss_TooMuch.ex4","EURUSD","0","MS4_02_0010_M2_EURUSD.htm","False","","","","","","","skip-all-zero-m2","10"
"02","CloseTrades_After_Account_Loss_TooMuch",".Forexbookthai\Jan 24\MQL4\Experts\CloseTrades_After_Account_Loss_TooMuch.ex4","USDJPY","0","MS4_02_0010_M2_USDJPY.htm","False","","","","","","","skip-all-zero-m2","10"
"02","CloseTrades_After_Account_Loss_TooMuch",".Forexbookthai\Jan 24\MQL4\Experts\CloseTrades_After_Account_Loss_TooMuch.ex4","AUDNZD","0","","False","","","","","","","symbol-unavailable","10"
"02","CloseTrades_After_Account_Profit_Reached",".Forexbookthai\Jan 24\MQL4\Experts\CloseTrades_After_Account_Profit_Reached.ex4","XAUUSD","0","","False","","","","","","","symbol-unavailable","11"
"02","CloseTrades_After_Account_Profit_Reached",".Forexbookthai\Jan 24\MQL4\Experts\CloseTrades_After_Account_Profit_Reached.ex4","EURUSD","0","MS4_02_0011_M2_EURUSD.htm","False","","","","","","","skip-all-zero-m2","11"
"02","CloseTrades_After_Account_Profit_Reached",".Forexbookthai\Jan 24\MQL4\Experts\CloseTrades_After_Account_Profit_Reached.ex4","USDJPY","0","MS4_02_0011_M2_USDJPY.htm","False","","","","","","","skip-all-zero-m2","11"
